#Region	Chromosome	Start	Stop	CN-Probes	SNP-Probes
CNV11655	chr9	112933905	112963307	CN_1305568,CN_1305569,CN_1305570,CN_1305571,CN_1305573,CN_1305574,CN_1305575,CN_1305576,CN_1305577,CN_1305578,CN_1305579,CN_380276,CN_1305581,CN_1305583,CN_1305584,CN_1305585,CN_1305586	SNP_A-4229090,SNP_A-8441123,SNP_A-2086069,SNP_A-8349838,SNP_A-1886295,SNP_A-1933632,SNP_A-1957076,SNP_A-2044770,SNP_A-8589414,SNP_A-8494318
CNV11656	chr9	116602986	116615232	CN_1325992,CN_1325993,CN_1325994,CN_1328121,CN_1328123,CN_1328127,CN_1328129,CN_1328130,CN_1328132,CN_1328133,CN_1328134,CN_1328137,CN_1328138,CN_1328139,CN_1328140,CN_1328141,CN_1328142,CN_1328143,CN_1328144,CN_1328145,CN_1328148,CN_1328149,CN_1328152,CN_1328153,CN_1328157,CN_1328154	SNP_A-8376582,SNP_A-4199423,SNP_A-1925165,SNP_A-2197953,SNP_A-1859031,SNP_A-1909313,SNP_A-2031747,SNP_A-4200906
CNV11658	chr9	127892750	127895579	CN_1326163	SNP_A-2026887
CNV11660	chr9	132972768	132986994	CN_1319577,CN_1319578,CN_1319581,CN_1319582	SNP_A-2247439,SNP_A-2285034,SNP_A-8437770
CNV11661	chr9	133158096	133162425		SNP_A-8699648,SNP_A-1781292
CNV11662	chr9	133783628	133792350	CN_1324092,CN_1324093,CN_1324094,CN_1324095,CN_1324096	SNP_A-8418692,SNP_A-2303727,SNP_A-8562801
CNV11663	chr9	138301155	138308985	CN_1306192,CN_1306194,CN_1306195,CN_1306196	SNP_A-8377950,SNP_A-1874845
CNV11664	chr10	123551	133255	CN_494905,CN_508138,CN_499394,CN_510368	SNP_A-8694229,SNP_A-8493834,SNP_A-8496986
CNV11665	chr10	1853064	1909687	CN_519330,CN_519329,CN_519337,CN_519339,CN_519347,CN_519363,CN_521413,CN_521436,CN_038539,CN_521449,CN_521475,CN_521476,CN_521477,CN_521514,CN_521525,CN_521538,CN_523614,CN_523622,CN_523635,CN_523636,CN_523642	SNP_A-8647845,SNP_A-8529472,SNP_A-4260963,SNP_A-2277514,SNP_A-8281076,SNP_A-1992055,SNP_A-8470644,SNP_A-2287382,SNP_A-4250337,SNP_A-8449645,SNP_A-8319024,SNP_A-8281080,SNP_A-8540502,SNP_A-2262919,SNP_A-2197938,SNP_A-4252578,SNP_A-4252216,SNP_A-2081150,SNP_A-1925335,SNP_A-2193167,SNP_A-1842375,SNP_A-1903044,SNP_A-2162149,SNP_A-8566017,SNP_A-2073936,SNP_A-1819251,SNP_A-8527041,SNP_A-8461843,SNP_A-8329013,SNP_A-2075073,SNP_A-8426883,SNP_A-2178054,SNP_A-8527471,SNP_A-1945719,SNP_A-8695816,SNP_A-2051094,SNP_A-8507377,SNP_A-8540279,SNP_A-8635805,SNP_A-8362696
CNV11668	chr10	3297456	3297916	CN_500007,CN_500001,CN_500003,CN_500004,CN_500005,CN_500006,CN_500012	SNP_A-1812782,SNP_A-4194371,SNP_A-2216132,SNP_A-1814038
CNV11670	chr10	5705468	5757133	CN_541748,CN_541752,CN_541813,CN_543838,CN_543857,CN_543885,CN_543898,CN_543899,CN_543901,CN_543902,CN_543912	SNP_A-8548829,SNP_A-2022137,SNP_A-8471340,SNP_A-1915572,SNP_A-2290864,SNP_A-2174822,SNP_A-8324880,SNP_A-8714189,SNP_A-8310674,SNP_A-8595168,SNP_A-1789595,SNP_A-4281805,SNP_A-8684599,SNP_A-8292385,SNP_A-8629630,SNP_A-8399337,SNP_A-8376143
CNV11672	chr10	5943524	5945110	CN_556806	SNP_A-2258401
CNV11673	chr10	6697781	6704159	CN_533379,CN_533378,CN_533414,CN_533408,CN_533410,CN_533411,CN_533412,CN_533413,CN_533423,CN_533418,CN_533419,CN_533420,CN_533421,CN_533422	SNP_A-1906338,SNP_A-1938677,SNP_A-1946372,SNP_A-2039945,SNP_A-8487178,SNP_A-1895035
CNV11675	chr10	11145855	11150199	CN_492415,CN_492416,CN_492413,CN_492414,CN_492421,CN_492420,CN_492422,CN_492423,CN_492424,CN_492425,CN_492427,CN_492428,CN_492429,CN_492430,CN_492435,CN_492436,CN_492437,CN_492438,CN_492439	SNP_A-4292829,SNP_A-4244417,SNP_A-8443356,SNP_A-8672240,SNP_A-2157267
CNV11680	chr10	15710975	15714209	CN_504010,CN_038042,CN_504012	SNP_A-2095307,SNP_A-1806931,SNP_A-8410588,SNP_A-8447557,SNP_A-2255504
CNV11684	chr10	18793478	18800483	CN_521468,CN_521469,CN_521470,CN_521471	SNP_A-8646538,SNP_A-8625503,SNP_A-1839973,SNP_A-4196157
CNV11686	chr10	20331504	20363033	CN_495308,CN_495310,CN_495312,CN_495313,CN_495314,CN_495315,CN_495316,CN_495318,CN_495319,CN_495323,CN_495325,CN_495328,CN_495331,CN_495335,CN_495340,CN_495341,CN_495343,CN_495346,CN_495347,CN_495350,CN_495351,CN_495354,CN_495356,CN_495358,CN_495359,CN_495361,CN_497428,CN_495362,CN_495363,CN_497427	SNP_A-8535397,SNP_A-8473774,SNP_A-4231706,SNP_A-2250147,SNP_A-8491082,SNP_A-2308095,SNP_A-1878721,SNP_A-2261322,SNP_A-1905714,SNP_A-4287504,SNP_A-2300245,SNP_A-1949382
CNV11689	chr10	24201315	24206054	CN_517236	SNP_A-8549773,SNP_A-4226048,SNP_A-2126941,SNP_A-2105408
CNV11694	chr10	25768417	25768600	CN_491065,CN_491066,CN_491067,CN_491068,CN_491069	SNP_A-2178142
CNV11695	chr10	26726161	26729771	CN_497592,CN_497593	SNP_A-4233853,SNP_A-8684975,SNP_A-4205064
CNV11697	chr10	27265911	27268479	CN_499869,CN_499870,CN_499871,CN_499873,CN_499874,CN_039877	SNP_A-4294233,SNP_A-1955526,SNP_A-2142165,SNP_A-1931794,SNP_A-4238758,SNP_A-2246122
CNV11698	chr10	28604766	28609676	CN_508616,CN_508617,CN_508618,CN_508614,CN_508615,CN_508619,CN_508620,CN_508621,CN_508622,CN_508623,CN_508624,CN_508625,CN_508626,CN_508629,CN_508632,CN_508628,CN_508630,CN_508631	SNP_A-1824796,SNP_A-8420068,SNP_A-8684519,SNP_A-2287055
CNV11703	chr10	32290286	32306951	CN_497727,CN_497730,CN_497731,CN_497732	SNP_A-8459500,SNP_A-2111631,SNP_A-4232876,SNP_A-4194378,SNP_A-2192331
CNV11704	chr10	34557071	34562360	CN_510922,CN_510923,CN_510924,CN_510925	SNP_A-8396532,SNP_A-1792590,SNP_A-8385702
CNV11706	chr10	44731175	44732962	CN_554319	SNP_A-4201482,SNP_A-4231948,SNP_A-8533608,SNP_A-1870386,SNP_A-2248330
CNV11707	chr10	45049597	45051310	CN_554422,CN_554423	SNP_A-4227467
CNV11708	chr10	45392881	45396237	CN_556559,CN_556560,CN_556561	SNP_A-2128715,SNP_A-2241980
CNV11709	chr10	46401226	46426373	CN_558706,CN_558701,CN_558704,CN_558711,CN_558707,CN_558708,CN_558709,CN_558710,CN_558712,CN_558716,CN_558715,CN_558717,CN_558718,CN_558719,CN_558720,CN_558725,CN_558721,CN_558722,CN_558723,CN_558724,CN_558726,CN_558727,CN_042717,CN_558728,CN_558730,CN_558731	SNP_A-8491975,SNP_A-8492695,SNP_A-8309978
CNV11711	chr10	46449590	46475717	CN_558743,CN_558744,CN_558745,CN_558746,CN_558748,CN_558750,CN_558751,CN_558752	
CNV11713	chr10	46551740	46790374	CN_524356,CN_524357,CN_524358,CN_524359,CN_524360,CN_524361,CN_524362,CN_524363,CN_524364,CN_524365,CN_524366,CN_042795,CN_524368,CN_524370,CN_524371,CN_524374,CN_524375	SNP_A-2038789,SNP_A-8651222,SNP_A-8363476
CNV11715	chr10	48212212	48214020	CN_528739,CN_528740	SNP_A-8303569,SNP_A-2203099
CNV11716	chr10	48391956	49033011	CN_530794,CN_530799,CN_530800,CN_530803,CN_530804,CN_530807,CN_530809,CN_530810,CN_530811,CN_530813,CN_530817,CN_530816,CN_530819,CN_530820,CN_530822,CN_530823,CN_530832,CN_530833,CN_530834,CN_530835,CN_530837,CN_530838,CN_530839,CN_530840,CN_530841,CN_530843,CN_530845,CN_530846,CN_530847,CN_530848	SNP_A-8355898,SNP_A-1940470
CNV11719	chr10	50674142	50680904	CN_539491,CN_539492,CN_043694,CN_539493	
CNV11720	chr10	50783051	50800899	CN_539518,CN_539521,CN_539522	
CNV11721	chr10	52061462	52063834	CN_543808,CN_543809	SNP_A-2241974,SNP_A-8417263
CNV11722	chr10	52875080	52881455	CN_548120,CN_548121	SNP_A-8397803,SNP_A-1862424,SNP_A-4204462,SNP_A-8676344
CNV11726	chr10	54789051	54812107	CN_526628,CN_526629,CN_526630,CN_526632,CN_526633,CN_526638,CN_526640,CN_526641,CN_526642,CN_526643,CN_526644,CN_526650,CN_526645,CN_526646,CN_526647,CN_044377,CN_526648,CN_526652,CN_526653,CN_526654,CN_526659,CN_526657,CN_526658,CN_526660,CN_526661,CN_526662,CN_526663,CN_526664,CN_526665,CN_526667	SNP_A-2047323,SNP_A-2029566,SNP_A-8674304,SNP_A-8595236,SNP_A-8404971,SNP_A-1842583,SNP_A-2181203,SNP_A-2000940,SNP_A-2000942,SNP_A-8291584
CNV11728	chr10	55042023	55127902	CN_528778,CN_044413,CN_044415,CN_528782,CN_528783,CN_528784,CN_528785,CN_528786,CN_528787,CN_528788,CN_528789,CN_528795,CN_528796,CN_528797,CN_528799,CN_528801,CN_528802,CN_528804,CN_528806,CN_528807,CN_528808,CN_528810,CN_528814,CN_528822,CN_528823,CN_528818,CN_528819,CN_528821,CN_528824,CN_528826,CN_528827,CN_528828,CN_528829,CN_044432,CN_528831,CN_528832,CN_528833,CN_528835,CN_528836,CN_528837,CN_528838,CN_528839,CN_528840,CN_528841,CN_528843,CN_528844	SNP_A-8378939,SNP_A-8345475,SNP_A-1826887,SNP_A-1861475,SNP_A-1848138,SNP_A-2001154,SNP_A-4268195,SNP_A-4224895,SNP_A-1831566,SNP_A-2217003,SNP_A-8450144,SNP_A-1782949,SNP_A-4238946,SNP_A-2000965,SNP_A-2000966,SNP_A-1934149,SNP_A-8482022,SNP_A-8614982,SNP_A-1902768,SNP_A-2264324,SNP_A-8286978,SNP_A-8344011,SNP_A-2112117,SNP_A-8524973,SNP_A-8585268,SNP_A-4241177,SNP_A-4273449,SNP_A-1907110,SNP_A-2023500,SNP_A-2280663,SNP_A-1942864,SNP_A-1812322
CNV11732	chr10	56191768	56199254	CN_535319,CN_535320	SNP_A-1923900,SNP_A-8571252,SNP_A-8586293,SNP_A-1830234
CNV11733	chr10	56700757	56706128	CN_537507,CN_044687,CN_537509	SNP_A-1868942
CNV11734	chr10	56849158	56852828	CN_539568,CN_539569,CN_539570,CN_539571,CN_539572,CN_539575,CN_539576,CN_539573,CN_539574,CN_539583,CN_539577,CN_539578,CN_539579,CN_539580,CN_539581,CN_539590,CN_539584,CN_539585,CN_539586	SNP_A-2170934,SNP_A-2289573,SNP_A-8559952,SNP_A-4287318,SNP_A-8457582,SNP_A-2134791,SNP_A-4234877
CNV11736	chr10	58410019	58421992	CN_550312,CN_550313,CN_550316,CN_550318	SNP_A-1880135,SNP_A-2253526,SNP_A-8288561,SNP_A-8570766,SNP_A-2001169,SNP_A-4205703,SNP_A-4221216,SNP_A-2286047,SNP_A-2274870
CNV11737	chr10	58516320	58519894	CN_550357,CN_550359	SNP_A-1825563,SNP_A-8366870,SNP_A-4218844,SNP_A-1877580
CNV11739	chr10	58762317	58762636	CN_552482	SNP_A-1795449,SNP_A-8306982
CNV11742	chr10	60524826	60575228	CN_528969,CN_528973,CN_528974,CN_528975,CN_528978,CN_528981,CN_528983	SNP_A-8374601,SNP_A-8599091,SNP_A-8564332,SNP_A-1815418,SNP_A-4268255,SNP_A-2034886,SNP_A-8332753,SNP_A-2089032,SNP_A-4268256,SNP_A-4268257,SNP_A-2001452,SNP_A-8646845,SNP_A-4279706,SNP_A-1835110,SNP_A-1832557,SNP_A-2149583
CNV11746	chr10	66105900	66109037	CN_526909,CN_526910,CN_526912,CN_526915,CN_526918,CN_526919,CN_526917	SNP_A-8328407,SNP_A-1781982,SNP_A-8457174,SNP_A-8331748
CNV11748	chr10	66852263	66856982		SNP_A-1933433,SNP_A-4231979
CNV11753	chr10	67001505	67006494	CN_533375,CN_533381,CN_533382,CN_533383	
CNV11755	chr10	67944731	67948321		SNP_A-8493506,SNP_A-8438173,SNP_A-4229361,SNP_A-4214153
CNV11756	chr10	70229999	70232253	CN_550630,CN_550631,CN_550632,CN_550633	SNP_A-8644790,SNP_A-2023342,SNP_A-4253898
CNV11757	chr10	70282650	70292123	CN_550657,CN_550659,CN_550663,CN_550664,CN_046839	SNP_A-8317920,SNP_A-8581250,SNP_A-8653324,SNP_A-8410316,SNP_A-8483242
CNV11759	chr10	70709803	70723159	CN_552813,CN_552814,CN_552816,CN_552818,CN_552817,CN_552819,CN_552820,CN_552821,CN_552822,CN_552826,CN_552823,CN_552824,CN_552825,CN_552828,CN_046918,CN_552829,CN_552830,CN_552831,CN_552832,CN_552833,CN_554860,CN_554861,CN_554862	SNP_A-8699730,SNP_A-8311108,SNP_A-2233998,SNP_A-2309185,SNP_A-1951241,SNP_A-2169415
CNV11763	chr10	73532154	73535907	CN_047289,CN_535684	SNP_A-4235768,SNP_A-4192868
CNV11767	chr10	81552167	81587759	CN_542307,CN_542311,CN_542315,CN_542317,CN_542318,CN_542320,CN_542321,CN_542322,CN_542323	
CNV11769	chr10	81775977	81780633		SNP_A-2225532,SNP_A-2070016,SNP_A-2060277,SNP_A-1864820,SNP_A-8444878,SNP_A-8442917
CNV11770	chr10	82871310	82879763	CN_548800,CN_548801,CN_548802,CN_548803,CN_049051	SNP_A-8456397,SNP_A-2275386,SNP_A-2104875,SNP_A-4268239
CNV11771	chr10	83874641	83878647	CN_555189,CN_555190	SNP_A-2288762,SNP_A-8402682,SNP_A-4214266
CNV11772	chr10	84400707	84421820	CN_525146,CN_525147,CN_525148,CN_525152,CN_525153,CN_525154,CN_525155,CN_525158,CN_525159,CN_525156,CN_525157,CN_525162,CN_525163,CN_525161,CN_525167,CN_525164,CN_525165,CN_525166,CN_525168	SNP_A-8288355,SNP_A-2111289,SNP_A-8374426,SNP_A-8672198,SNP_A-2003306,SNP_A-2226565,SNP_A-1787361,SNP_A-8558865,SNP_A-2147541,SNP_A-1859648,SNP_A-2113322,SNP_A-8581461,SNP_A-2164624,SNP_A-2298036,SNP_A-2171679
CNV11773	chr10	84702878	84707152	CN_527335,CN_527336	SNP_A-2098582,SNP_A-2148579,SNP_A-1806952
CNV11775	chr10	86728739	86737527	CN_538174,CN_538176	SNP_A-8571304,SNP_A-2289131
CNV11777	chr10	87791026	87798355	CN_544615	SNP_A-2308452,SNP_A-8472506,SNP_A-8390580
CNV11780	chr10	90932947	90938070	CN_529598,CN_529599,CN_529600,CN_529601,CN_529602,CN_529603,CN_529606,CN_050306,CN_529604,CN_529605,CN_529607	SNP_A-8703348
CNV11781	chr10	91988396	91992471	CN_536073,CN_536074	SNP_A-4228586,SNP_A-1899769,SNP_A-2084580,SNP_A-2172268
CNV11783	chr10	92915179	92923075	CN_540447,CN_540448,CN_540450,CN_540451,CN_540452,CN_540453	SNP_A-2293878,SNP_A-2274120,SNP_A-2180147,SNP_A-2035993,SNP_A-8524133
CNV11784	chr10	94153462	94160827	CN_546904	SNP_A-8412165,SNP_A-8599133,SNP_A-1938826
CNV11786	chr10	99824936	99827390		SNP_A-4252275,SNP_A-4268688,SNP_A-2053089,SNP_A-8587098
CNV11787	chr10	102212647	102260312	CN_507520,CN_507521,CN_507522,CN_507523,CN_507524,CN_032730,CN_507526,CN_507527,CN_507528,CN_507530,CN_507531,CN_507532,CN_507533	SNP_A-8699256,SNP_A-1812813,SNP_A-2270136,SNP_A-2288133,SNP_A-1836896,SNP_A-2102428,SNP_A-8698395,SNP_A-4205453,SNP_A-1852706,SNP_A-2077405,SNP_A-8289604,SNP_A-2004522,SNP_A-1875996,SNP_A-8411348,SNP_A-1800242,SNP_A-8695069
CNV11788	chr10	102345103	102352103	CN_507571	SNP_A-2001386,SNP_A-8359259
CNV11789	chr10	107607107	107673990	CN_501150,CN_501155,CN_501156,CN_501157,CN_501158,CN_503232,CN_503233,CN_503234,CN_503235,CN_503236,CN_503237,CN_503238,CN_503244,CN_503241,CN_503242,CN_503243,CN_503245,CN_503246,CN_503248,CN_503249,CN_503252,CN_503255,CN_503256,CN_503258,CN_503263,CN_503264,CN_503265,CN_503268,CN_503274,CN_503271,CN_503272	SNP_A-2070163,SNP_A-2271367,SNP_A-8563665,SNP_A-8690596,SNP_A-4217583,SNP_A-8700389,SNP_A-4220002,SNP_A-4214426,SNP_A-4294835,SNP_A-2080656,SNP_A-2153583,SNP_A-2254525,SNP_A-8622791,SNP_A-4222541,SNP_A-2148511,SNP_A-1920892,SNP_A-8371207,SNP_A-4288021,SNP_A-1901498,SNP_A-4291534,SNP_A-8515966,SNP_A-4282040,SNP_A-8350006
CNV11792	chr10	109824652	109840922	CN_516442,CN_516443	SNP_A-8508034,SNP_A-8307318,SNP_A-1856875,SNP_A-8638246
CNV11795	chr10	122760653	122766583	CN_523273,CN_523277,CN_523274,CN_523275,CN_523276,CN_523280,CN_523278,CN_523281,CN_523282,CN_523283,CN_523284	SNP_A-1948941
CNV11800	chr10	126060139	126064222	CN_510269	SNP_A-4289223,SNP_A-8293225,SNP_A-8335817
CNV11804	chr10	132208544	132210099	CN_510428,CN_510429,CN_510430	SNP_A-2271103,SNP_A-2037514
CNV11806	chr10	132989118	132992676	CN_514807,CN_514808,CN_514809	SNP_A-8431767
CNV11807	chr10	133497123	133508705	CN_517002,CN_517004,CN_517005,CN_517006,CN_517008,CN_517009	SNP_A-8512234,SNP_A-2176700,SNP_A-2198823,SNP_A-8376034,SNP_A-8492526,SNP_A-8654057,SNP_A-8344774,SNP_A-4234096,SNP_A-8469627,SNP_A-2136783,SNP_A-8585147,SNP_A-8337564
CNV11813	chr10	135289400	135395585	CN_490763,CN_490765,CN_490766,CN_490767,CN_490768,CN_490769,CN_490770,CN_490771,CN_490773,CN_490775,CN_490776,CN_490777,CN_490778,CN_490780	SNP_A-1936402,SNP_A-8603358,SNP_A-2023243,SNP_A-8610194,SNP_A-2067924,SNP_A-4203351,SNP_A-1854593,SNP_A-4232412,SNP_A-8593829,SNP_A-8345957,SNP_A-4302967,SNP_A-1848321,SNP_A-8608314,SNP_A-2050717,SNP_A-8380473,SNP_A-4271863
CNV11816	chr11	4466713	4518969	CN_585138,CN_585141,CN_585142,CN_585146,CN_585149,CN_585153,CN_585155,CN_585156,CN_585157,CN_585200,CN_585201,CN_585198,CN_585199,CN_585204,CN_585209,CN_585242,CN_585243,CN_585245,CN_585246,CN_585244,CN_585252,CN_585257,CN_587312,CN_587337,CN_587338,CN_587350,CN_587352,CN_587387,CN_587384,CN_587385,CN_587386,CN_587397	SNP_A-2280282,SNP_A-2314271,SNP_A-8314493,SNP_A-1929204,SNP_A-2212677,SNP_A-8385897,SNP_A-2268989,SNP_A-2007120,SNP_A-8303834,SNP_A-2105552,SNP_A-1847377,SNP_A-4193881,SNP_A-4234168,SNP_A-1869392,SNP_A-8573645,SNP_A-1819262,SNP_A-1906387,SNP_A-4195766,SNP_A-2079265,SNP_A-2289166,SNP_A-8513228,SNP_A-8304907,SNP_A-4298928,SNP_A-2232433,SNP_A-2118981,SNP_A-8477736,SNP_A-2271280,SNP_A-2168606,SNP_A-1887213,SNP_A-1933528
CNV11821	chr11	5228251	5230232	CN_583247,CN_583249	SNP_A-8571312,SNP_A-2226912
CNV11826	chr11	5842285	5892086	CN_572561,CN_572568,CN_574634,CN_574641,CN_574642,CN_574653,CN_574654,CN_574685,CN_574722,CN_576764,CN_576773,CN_576774	SNP_A-4272389,SNP_A-4275133,SNP_A-4251018,SNP_A-1825504,SNP_A-2022106,SNP_A-8567961,SNP_A-2241919,SNP_A-2241115,SNP_A-2152938,SNP_A-1833180,SNP_A-8495854,SNP_A-1863864,SNP_A-1912797,SNP_A-4245858,SNP_A-8412821,SNP_A-2007358,SNP_A-1853526,SNP_A-8466161,SNP_A-8352838
CNV11828	chr11	9391796	9397985	CN_588265,CN_588271,CN_588293	SNP_A-1843095
CNV11831	chr11	10922331	10938872	CN_534343,CN_534353,CN_534378,CN_534397	SNP_A-2305409,SNP_A-2239880,SNP_A-4286842,SNP_A-2032213,SNP_A-4204628,SNP_A-8715058
CNV11833	chr11	11258385	11262056	CN_553659,CN_053906,CN_553664	SNP_A-1784453,SNP_A-8677333,SNP_A-8395356,SNP_A-8479849
CNV11834	chr11	12293889	12293898		SNP_A-4244051,SNP_A-4283698
CNV11839	chr11	19448884	19450984		SNP_A-2291086,SNP_A-2051191,SNP_A-8480383,SNP_A-1891033,SNP_A-2252179,SNP_A-2073529,SNP_A-4254114,SNP_A-1795620
CNV11842	chr11	21760410	21798522	CN_591186,CN_591187,CN_591192,CN_591195,CN_591196,CN_591202,CN_591203,CN_591206	SNP_A-1890338,SNP_A-2277143,SNP_A-8705816,SNP_A-1914907,SNP_A-1793500,SNP_A-4291962
CNV11843	chr11	21804082	21805328	CN_591211,CN_591212,CN_591213,CN_591215	
CNV11848	chr11	24926878	24944443	CN_571849,CN_571850,CN_571851,CN_058949,CN_571852,CN_571853,CN_571854	SNP_A-8481379,SNP_A-2123693,SNP_A-1883278
CNV11849	chr11	25040789	25042313	CN_571894	SNP_A-2008775,SNP_A-1888744,SNP_A-2008776
CNV11850	chr11	25090419	25250126	CN_573935,CN_573936,CN_573938,CN_573939,CN_573940,CN_573946,CN_573948,CN_573949,CN_573951,CN_573952,CN_573959,CN_573960,CN_573967,CN_573971,CN_573972,CN_573974,CN_573976,CN_573978,CN_573981,CN_573982,CN_573983,CN_573985,CN_573987,CN_573988,CN_573989,CN_573992,CN_573997,CN_573999,CN_574000,CN_574001,CN_574002,CN_574008	SNP_A-8568997,SNP_A-8439951,SNP_A-4195168,SNP_A-8684627,SNP_A-4225900,SNP_A-1794666,SNP_A-8657054,SNP_A-4214805,SNP_A-8413329,SNP_A-1930840,SNP_A-4292635,SNP_A-8614595,SNP_A-1816929,SNP_A-2163300,SNP_A-8488126,SNP_A-2062038,SNP_A-8383882,SNP_A-8582541,SNP_A-8488700,SNP_A-8603408,SNP_A-8476130,SNP_A-1960840,SNP_A-8333612,SNP_A-2036101,SNP_A-2189590,SNP_A-4206203,SNP_A-1813322,SNP_A-1788914,SNP_A-8598593,SNP_A-2008801,SNP_A-8333617,SNP_A-8418431,SNP_A-1943923,SNP_A-1897567,SNP_A-2008810
CNV11851	chr11	25384338	25390482		SNP_A-8512381,SNP_A-1854383,SNP_A-1951079
CNV11858	chr11	34177080	34179952	CN_559037,CN_559034,CN_559035,CN_559036,CN_559038	SNP_A-1929996,SNP_A-2239937,SNP_A-8634446,SNP_A-1851463,SNP_A-4255157,SNP_A-2054098,SNP_A-1868298
CNV11860	chr11	34870025	34876873	CN_561326,CN_561327,CN_561329,CN_060558,CN_561328,CN_561331,CN_561333,CN_561334	SNP_A-2127378,SNP_A-4192966,SNP_A-1798815,SNP_A-1925282,SNP_A-2009744,SNP_A-2009746,SNP_A-4214913,SNP_A-2009747,SNP_A-2009748,SNP_A-1850125
CNV11861	chr11	36605783	36607293	CN_572131,CN_572132,CN_572133	
CNV11862	chr11	38414524	38419763	CN_582927,CN_582928,CN_582929,CN_582930,CN_582931,CN_582933,CN_582936,CN_582935,CN_582937,CN_582938	SNP_A-2067666,SNP_A-1960338,SNP_A-2248679,SNP_A-2036966,SNP_A-1864919
CNV11863	chr11	41295844	41303860	CN_565727	SNP_A-8336340,SNP_A-8336540,SNP_A-4269544,SNP_A-2001925,SNP_A-2278514
CNV11864	chr11	42926159	42927743	CN_574419,CN_574420	SNP_A-8702136,SNP_A-2274694,SNP_A-2069682,SNP_A-2036666
CNV11866	chr11	48729238	48740069	CN_570254,CN_570255,CN_570256,CN_570257	SNP_A-8634148,SNP_A-2163451
CNV11869	chr11	49264380	49317267	CN_574494,CN_574502,CN_574503,CN_574505,CN_574507,CN_574510,CN_574512,CN_574530,CN_574531,CN_574532,CN_574534	SNP_A-4296469,SNP_A-8545772,SNP_A-8306765,SNP_A-2053752,SNP_A-2128495,SNP_A-8416685,SNP_A-4303606,SNP_A-8681172,SNP_A-1881198
CNV11872	chr11	50050875	50081153	CN_578880,CN_578879,CN_578883,CN_578885	SNP_A-4202406,SNP_A-2026446,SNP_A-1810748,SNP_A-1830341,SNP_A-4290612,SNP_A-8347431,SNP_A-4231127
CNV11873	chr11	50172977	50256659	CN_580945,CN_580947,CN_580948,CN_580949,CN_580950,CN_580951,CN_580952,CN_580955,CN_063245,CN_580958,CN_580959,CN_580961,CN_063249,CN_580962,CN_580964,CN_580965,CN_580966,CN_580967,CN_580968,CN_580969,CN_580970,CN_063257,CN_580971,CN_580972,CN_580973,CN_580974,CN_580975,CN_580978,CN_580981,CN_580982,CN_580983	SNP_A-2128547,SNP_A-1836212,SNP_A-8330876,SNP_A-8417914,SNP_A-8394447,SNP_A-2010975,SNP_A-8334579,SNP_A-8386026,SNP_A-8380128,SNP_A-8601192,SNP_A-1897021,SNP_A-2283220,SNP_A-8518309
CNV11874	chr11	50300418	50339017	CN_580989,CN_580992,CN_580995	SNP_A-2155507,SNP_A-8387290,SNP_A-2214391,SNP_A-1859131,SNP_A-1932318,SNP_A-4255168,SNP_A-8373037,SNP_A-1930170
CNV11879	chr11	55445685	55582767	CN_589756,CN_589757,CN_589758,CN_589759,CN_591775,CN_591776,CN_591777,CN_591778,CN_591779,CN_063611,CN_591781,CN_591783,CN_591784,CN_591785,CN_591786,CN_591788,CN_591791,CN_591792,CN_591793,CN_591794,CN_591796,CN_591797,CN_591798,CN_591799,CN_591800,CN_591801,CN_591802,CN_591804,CN_591805,CN_591806,CN_591807,CN_591810,CN_591811,CN_591814,CN_591816,CN_591817,CN_591820,CN_063625,CN_591821,CN_591822,CN_591824,CN_591825,CN_591827,CN_591828,CN_591829,CN_591830,CN_063630,CN_591831,CN_063631	SNP_A-4236602,SNP_A-2083602,SNP_A-8480732,SNP_A-2063394,SNP_A-2071242,SNP_A-1787208,SNP_A-2136531,SNP_A-2241666,SNP_A-1940710,SNP_A-1900783,SNP_A-4220234,SNP_A-8627424,SNP_A-1914550,SNP_A-8560646,SNP_A-1960922,SNP_A-1800547,SNP_A-1891776,SNP_A-2166569,SNP_A-4195654,SNP_A-2288316,SNP_A-4252516,SNP_A-2027963,SNP_A-1821990,SNP_A-1889494,SNP_A-4273333,SNP_A-1803319,SNP_A-1783392,SNP_A-4252552,SNP_A-8639018,SNP_A-2196007,SNP_A-8364702,SNP_A-4248765,SNP_A-8701577
CNV11880	chr11	57401386	57405822	CN_568113,CN_568114	SNP_A-4280025
CNV11881	chr11	57608407	57612191	CN_568189,CN_568190	SNP_A-8309061,SNP_A-2139800
CNV11884	chr11	59371967	59382587	CN_578960,CN_578961,CN_578962,CN_578963,CN_064325,CN_578964	SNP_A-4248744,SNP_A-8319741,SNP_A-1827889,SNP_A-2052957
CNV11885	chr11	59985369	59985970	CN_581204,CN_581205,CN_581206,CN_581209,CN_581210,CN_581211,CN_581212	
CNV11886	chr11	60709004	60711788	CN_585498,CN_585499,CN_585500,CN_585501,CN_064521,CN_585502	SNP_A-2199924,SNP_A-2053355
CNV11887	chr11	60724012	60772824	CN_585512,CN_585513	SNP_A-4226901
CNV11889	chr11	62001913	62003731	CN_591965,CN_591966	SNP_A-2263441,SNP_A-2165558
CNV11890	chr11	63372204	63398086	CN_564014,CN_564015,CN_564018,CN_564019	SNP_A-8508566,SNP_A-8312505,SNP_A-8344232
